Name,Age,Gender,Hours_Studied,IQ,Physics_Marks,Math_Marks,Chemistry_Marks,Has_Part_Time_Job,Study_Hours_Group
Raymond Vasquez,42,Female,9.797405323657621,100,65,83,93,True,High
Pamela Fields,32,Female,8.314202927161734,104,45,92,96,True,High
Wesley Benjamin,42,Female,7.693914154478013,115,51,79,85,True,High
Philip Tyler,20,Female,3.8069849703738505,97,70,84,51,True,Low
Erica Welch,31,Male,4.78205922331085,126,82,97,80,True,Low
Steven Cohen,44,Female,8.702028642818197,122,94,40,90,True,High
Elizabeth Bailey,44,Male,9.098899932756542,122,90,46,85,True,High
Melissa Hubbard,22,Male,6.782021819947715,143,93,50,71,False,High
April Frank,40,Male,3.9365284988684612,145,54,68,66,True,Low
Cynthia Woods,21,Female,1.4068986157480388,125,82,74,60,False,Low
Albert Cohen,26,Female,3.898196474377208,121,78,90,91,False,Low
Kelli Rodgers,18,Female,9.352176506467048,121,66,44,89,False,High
Rebecca Stone,40,Female,9.757838546583203,109,92,72,73,True,High
Sharon Martin,24,Male,6.649708208868375,106,98,47,90,True,High
Melissa Kaufman,22,Male,6.808158997643094,140,76,90,57,False,High
Veronica Macias,32,Female,5.173074827596564,97,82,55,97,True,High
Rachel Medina,22,Female,4.461538584065584,146,48,79,95,False,Low
David Reeves,23,Male,6.001456731887027,86,73,63,87,False,High
Oscar Werner,42,Female,5.973819789195295,137,95,87,55,False,High
Raymond Jensen,29,Male,2.8672982818158976,127,66,46,96,False,Low
Trevor Mendez,44,Female,6.500805715207796,138,41,60,46,True,High
William Krause,43,Male,5.352183806715085,97,43,74,94,False,High
Kristen Anderson,45,Male,7.265639470639756,107,79,47,76,False,High
Patrick Garrison,19,Female,5.0923564189460695,91,90,64,76,True,High
Scott Moore,23,Male,1.4382988931534562,107,93,54,60,True,Low
Mary Figueroa,32,Male,3.5142009056509647,82,45,74,46,True,Low
Kerry Wilson,23,Female,6.309981337061796,142,48,85,58,False,High
John Kramer,21,Male,1.7491399622736177,85,48,66,65,True,Low
Tony Brooks,29,Male,3.986843259646443,141,74,43,64,True,Low
Stephen Martin,39,Female,8.46157138614721,123,64,98,87,False,High
Patrick Sullivan,36,Female,9.535979249083718,98,89,76,74,True,High
Ashley Rogers,31,Male,7.788232118567623,139,91,65,75,False,High
Robert Powell,21,Male,3.2730045971424464,80,96,67,76,False,Low
Jenny Martin,32,Male,4.098451844457413,88,44,52,81,False,Low
Felicia Gonzalez,30,Female,1.4718502556375888,104,62,65,60,True,Low
James Myers,21,Male,3.753131770330051,113,74,51,90,False,Low
Justin Lester,21,Female,5.033537822219094,131,48,64,87,True,High
James Ward,19,Male,4.936784261988662,147,68,73,62,False,Low
Mrs. Susan Johnson,39,Female,8.09892549734558,144,55,88,96,False,High
Chad Walker,18,Female,2.0459672803028375,109,92,82,49,False,Low
Mrs. Kimberly Valentine,29,Male,2.580014495840805,83,78,49,96,True,Low
John Lopez,34,Male,2.7221724933672737,110,50,49,41,False,Low
Kimberly Dennis,38,Female,8.180487198735493,125,43,91,51,False,High
Steven Hicks,26,Male,9.933021394051309,136,60,94,63,True,High
Tyler Thomas,38,Female,6.5576168355267255,121,100,67,55,True,High
Donna Marshall,42,Male,3.5357518971034887,144,88,92,53,True,Low
Mary Patterson,22,Female,4.97482791319338,143,92,89,75,True,Low
Angelica Rios,25,Female,1.9878091613588929,81,69,75,45,False,Low
Michael Johnson,22,Female,8.235166550891053,106,64,71,43,True,High
Edwin Young,18,Female,5.816227770223184,131,64,45,100,True,High
Cindy Frederick,34,Male,4.006422916087898,108,62,92,82,False,Low
Peggy Larson,20,Male,2.8006674196361714,150,91,91,49,False,Low
Sharon Calderon,35,Male,1.6826655544336009,143,88,77,61,False,Low
Mackenzie Jackson,31,Male,5.1146609175314754,141,94,42,46,True,High
Michael Clark,39,Male,8.590201155224408,134,63,58,42,True,High
Kelly Evans,42,Female,1.8255232518010778,99,69,75,59,False,Low
Joseph Nguyen,30,Male,2.3908052337817347,134,67,66,86,False,Low
Samuel Delgado,28,Female,2.8362574598864647,80,78,86,69,False,Low
Tamara Phillips,38,Female,2.0652803829605366,89,83,93,51,True,Low
Whitney Berg,26,Male,3.8059015428100724,90,55,54,40,False,Low
Tammy Heath,23,Male,6.678469274458693,122,93,66,74,True,High
Joshua Parker,20,Female,3.555272754730489,138,70,87,91,True,Low
Larry Watson,26,Male,1.2865788902931214,84,95,62,96,False,Low
Edwin Butler,20,Female,9.298274098514725,92,47,57,49,True,High
Matthew Hall,37,Female,5.450659992796345,140,69,42,40,False,High
Michele Brown,39,Male,4.1382878640728915,138,92,46,70,True,Low
Danielle Santiago,23,Female,4.1732641511207484,110,78,41,74,True,Low
Virginia Young,44,Female,8.923536932792057,84,57,98,76,True,High
Christopher Johnson,31,Male,8.024210988770676,96,94,58,50,True,High
Kevin Gibson,39,Female,4.407704750665908,88,74,55,99,False,Low
Jeanette Diaz,45,Male,3.588607459355903,95,42,72,82,False,Low
Wesley Johnson,30,Male,4.445353290663631,107,94,49,69,False,Low
Sharon Mitchell,41,Female,4.507650482502073,82,51,50,47,False,Low
Bill Martinez,28,Female,2.306734830496376,129,64,73,50,True,Low
Andrew Wilcox,42,Female,4.05792825563221,133,41,66,46,True,Low
Michael Cruz,41,Female,4.202456210178154,88,64,87,60,True,Low
Nathan Durham,32,Female,1.3329286468785568,142,86,41,68,True,Low
Micheal Cervantes,27,Female,6.612354589411441,84,46,99,49,False,High
Kenneth Khan,40,Female,8.337536289989984,112,62,74,63,False,High
Rebecca Collins,43,Female,6.823870135591408,143,53,56,96,True,High
Melissa Turner,30,Male,6.520070557287034,94,46,81,99,False,High
Natasha Hernandez,39,Female,9.479745281586927,124,62,94,65,False,High
Nathan Wade,24,Male,1.3800643881356236,109,91,42,41,True,Low
Kelly Hendrix,40,Male,2.396752534759577,146,77,73,83,True,Low
Joshua Green,30,Male,6.25185827911214,136,90,58,86,True,High
Sean Livingston,29,Female,6.020269122497298,92,62,45,88,True,High
Jose Brown,43,Male,7.503160925757954,104,89,87,54,False,High
Sean Gay,31,Male,3.734440696167555,99,79,75,84,True,Low
Joseph Stevens III,25,Male,8.22838112563868,116,83,72,46,False,High
Debra Holmes,25,Male,3.098236129661162,112,97,47,59,False,Low
Felicia Morgan,22,Female,2.1967336796331893,106,83,80,90,True,Low
Sherri Joseph,33,Male,7.519719812903313,115,86,75,41,True,High
Isaac Stewart,45,Female,9.983938556444,110,99,65,80,True,High
Anthony Cannon,26,Male,4.435510167532897,96,67,57,90,True,Low
Alice Hunt,18,Female,8.021096749382625,146,100,63,56,False,High
Willie Pratt,35,Male,3.891545736304302,115,73,94,98,False,Low
Brian Kelley,40,Female,9.146212460559582,116,56,40,42,True,High
Marcus Arnold,20,Male,2.393044083914384,93,79,90,95,True,Low
Emma Potter,38,Female,2.5451074556254483,87,92,72,56,False,Low
Nathaniel Chan,29,Female,9.65642768788721,139,41,94,68,False,High
Nicole Nelson,26,Female,8.11815913352934,94,81,64,75,False,High
Jason Barton,21,Female,2.3254029609018185,125,46,45,94,False,Low
Katherine Jackson,29,Male,4.029939753519724,126,50,99,58,False,Low
Karen Terry,41,Female,8.651227785075728,146,54,63,73,False,High
Kelly Chavez,27,Male,5.280804829913383,102,53,64,62,True,High
Kenneth Howard,24,Female,7.6122832806779925,137,74,52,89,False,High
Kimberly Burke,45,Male,7.51254237502061,105,63,62,79,True,High
Heather Kelley,33,Male,7.504849306131253,102,49,43,78,False,High
Brooke Blankenship,19,Male,2.8307904490867664,81,96,60,98,False,Low
Savannah Thompson,44,Male,6.0431359336463135,100,85,84,49,False,High
Tyler Anderson,27,Male,1.2798225126780634,80,87,60,40,False,Low
Wesley Martin,36,Female,8.768805694079965,133,88,65,45,True,High
Joseph Davis,23,Female,1.6438706182663976,123,67,41,87,True,Low
Dana Phillips MD,41,Male,9.16817623221024,116,58,47,75,False,High
Kelly Davis,18,Female,8.718258608161513,136,91,60,82,True,High
Betty Welch,30,Male,9.937583483424673,136,55,93,71,True,High
John Parks,27,Female,6.427422255795734,102,48,88,85,False,High
Alexis Jackson,38,Female,2.3276889784801833,102,52,52,96,False,Low
Janet Berry,25,Female,4.642885213065391,138,53,42,51,True,Low
Marvin Jones,24,Female,6.318194887019645,109,100,55,75,True,High
Nicole Wheeler,26,Male,3.257993744135471,122,55,84,72,True,Low
Darlene Garrett,35,Female,9.079622038131042,130,89,53,71,False,High
Monica Marshall,40,Male,2.4968460322410277,123,66,81,67,False,Low
Emily Fox,30,Male,4.61302679132624,100,87,61,43,False,Low
Chelsea Reid,33,Male,7.029596155198819,119,44,75,74,False,High
Brian Merritt,19,Female,3.707192605377985,115,91,65,73,True,Low
Antonio Wu,21,Male,8.157992097553095,86,40,70,94,False,High
Beth Walker,29,Female,7.141210176281472,101,70,97,91,False,High
Edwin Sharp,25,Female,1.0863577745908382,127,86,44,49,False,Low
Rachel Anderson,22,Male,6.032162109174637,128,96,85,75,True,High
Charles Rodriguez,34,Male,3.2595740537795717,143,67,83,92,True,Low
Marissa Hanson,44,Male,5.02050448337606,142,61,89,79,False,High
Jessica Butler,27,Female,7.174153205005597,102,69,96,57,True,High
Scott Brooks,35,Female,6.058958519828329,115,85,79,78,False,High
David Barnes MD,37,Female,5.861806640671442,150,81,62,97,True,High
Brenda Hopkins,32,Male,7.58534755873133,123,58,82,78,False,High
Alexander Bentley,23,Male,7.725546333914933,90,48,58,50,False,High
Valerie Gilmore,32,Female,6.087485197444789,123,58,82,91,False,High
Richard Myers,23,Male,4.107556628951605,89,43,78,62,False,Low
Terri Scott,34,Male,6.831207309567278,86,54,67,55,True,High
William Green,37,Male,6.548622153291982,116,57,90,98,False,High
Jessica Waller,40,Female,5.978814919300164,109,93,58,86,False,High
Tyler Patton,36,Female,9.939653066350006,115,70,48,56,False,High
Sharon Moyer DDS,20,Male,7.724127891062002,126,56,93,70,True,High
Eric Green,25,Female,5.5303158708220375,133,86,61,53,False,High
Jay Lee,37,Male,8.863546207019242,111,86,78,42,False,High
Robert Murphy,39,Female,7.028069137333841,111,89,88,60,True,High
Kimberly Dawson,42,Female,3.61358261108102,103,94,46,89,False,Low
John Hunter,22,Female,9.849469176654493,114,62,62,72,False,High
Gerald Patrick,40,Male,9.783743244844816,95,89,91,69,False,High
Erika Campos,22,Female,2.0140465583287996,134,91,56,49,True,Low
Christopher Leon,34,Female,7.55494515855816,134,70,99,70,False,High
Mr. Gregory Travis,44,Female,4.426019881943163,107,57,94,67,False,Low
Anita Vazquez,22,Male,8.724364811350814,111,44,85,70,False,High
Christian Cochran,18,Male,7.95234186882116,122,81,85,71,True,High
Mary Jordan,37,Male,2.7361264750453955,127,86,63,82,True,Low
Anthony Guerra,35,Female,8.545880590013608,92,51,65,79,True,High
Michael Kelly,44,Female,5.218182969406959,134,57,56,47,False,High
Jerry Bullock,21,Male,2.0165141191674087,99,93,46,58,True,Low
Tiffany Robbins,45,Female,6.336909618357846,97,76,98,46,False,High
Matthew Carter,29,Female,3.2359746210713505,111,94,48,50,True,Low
Douglas Hudson II,19,Male,7.528579521814784,127,83,88,62,True,High
Jessica Morris,43,Male,3.6613105293672588,102,48,42,56,True,Low
Anna Shaffer,23,Male,3.090762242685794,131,86,48,67,False,Low
Andrea Wright,25,Female,9.298803034875734,142,62,97,65,False,High
Jessica Henderson,23,Male,8.412780756759954,99,97,81,49,True,High
Robert Rogers,27,Male,8.645389531427549,88,99,48,68,True,High
Ronald Howe,23,Female,2.7436397448849252,91,80,76,54,True,Low
Mary Patrick,29,Male,7.329889441061241,80,73,70,91,False,High
Cynthia Morrison,24,Male,7.476928037942782,132,47,42,63,False,High
Sara Ramos,19,Female,8.84664925646494,100,62,67,46,True,High
Jon Johnson,37,Female,9.839517764029585,104,55,100,77,True,High
Whitney Hopkins,22,Male,6.832998885035023,131,64,73,98,True,High
Aaron Gonzalez,38,Female,8.599220251642517,139,60,40,71,True,High
Pamela Long,27,Male,9.932293535647677,135,71,86,54,True,High
Gordon Taylor,18,Male,2.9361496239862213,140,59,76,52,True,Low
Brandy Irwin,45,Male,9.11956869285996,96,59,96,53,True,High
Daniel Oconnor,33,Female,5.312969734612141,134,50,56,70,True,High
Karen Smith,20,Male,4.352887494047716,118,59,49,89,True,Low
Jason Gross,37,Male,6.2779862342359305,120,98,43,61,False,High
Abigail Martinez,34,Female,1.6126934052469504,117,81,82,65,False,Low
Eric Mclaughlin,28,Female,9.62256391966785,96,92,85,57,True,High
Krista Murphy,27,Male,7.456276371181355,101,45,57,87,True,High
Stephanie Young,30,Female,8.48875027724559,81,72,47,50,True,High
Allen Francis,45,Female,7.8587495155767435,96,78,69,47,False,High
Michelle Vargas,45,Female,4.417788787653804,102,88,76,57,False,Low
Alex Callahan,22,Male,6.545880718790858,90,44,76,85,True,High
Patrick Valencia,18,Male,6.5277507561607395,112,80,96,80,False,High
Rodney Hunter,28,Male,4.421830722513404,93,47,60,50,False,Low
Grant Alvarado,21,Male,3.5567258562854236,144,46,60,42,False,Low
Carl Jones,33,Female,6.323779073164943,81,64,77,78,True,High
Emily Taylor,44,Female,7.187288722040288,104,44,81,87,False,High
Jessica King,34,Male,9.579049964398006,113,62,46,100,False,High
Robert Francis,25,Female,4.885145154007982,90,76,55,41,True,Low
Kimberly Watts,30,Female,6.963955314494268,91,74,57,50,False,High
Mr. Jeffrey Little,42,Male,4.090286899583207,94,69,85,74,True,Low
Kimberly Smith,35,Female,7.27817536973545,142,92,89,99,False,High
William Burnett,30,Female,9.756983665964896,84,78,85,92,True,High
Elizabeth Ramirez,45,Male,7.859841661560922,123,90,69,66,True,High
Deborah Wilson,24,Female,4.790856135307384,99,77,71,98,True,Low
Christopher Chan,19,Female,6.458918550906681,86,98,75,65,True,High
Anthony Houston,34,Female,1.8904184963329,81,68,40,68,True,Low
Ricky Wilson,20,Male,1.2323408296935692,103,71,79,64,False,Low
Nathan Wilson,33,Female,4.207583426923782,149,72,99,45,True,Low
Nicole Pham,41,Male,2.7006810944716366,97,73,79,86,True,Low
Suzanne Fox,20,Female,4.010909824077532,144,66,44,96,True,Low
Tyler Neal,36,Male,8.623293996826744,114,45,51,41,False,High
Kelly Mathews,29,Male,4.54126024523538,101,46,69,61,True,Low
Olivia Hodge,26,Male,7.254464746726606,136,66,96,54,False,High
Robin Miller,27,Female,5.802835028981282,130,63,62,91,False,High
Marco Townsend,43,Male,5.085282905883468,144,58,74,41,False,High
Randall Greer,39,Female,7.504152132789227,118,96,78,61,False,High
Shawn Alvarado,30,Male,2.4751047045468506,117,100,89,42,True,Low
Brandi Phillips DVM,25,Male,5.307808248610181,124,40,55,69,True,High
Regina Jacobs,23,Female,5.945225035122064,114,86,61,72,False,High
Victoria Carr,18,Female,8.96837954751869,140,89,67,90,False,High
Scott Terry,28,Female,2.9409744950842036,121,90,70,52,False,Low
Kyle Jones,33,Male,9.476399008642963,150,84,84,46,True,High
Jasmine Washington,32,Female,7.943413248204056,92,70,47,65,False,High
Bryan Smith,41,Male,7.172751642458135,101,87,71,81,False,High
Charles Powell,21,Female,5.7538559914822285,85,76,90,77,True,High
Sharon Stephens,33,Male,6.9811200178922554,142,66,56,58,True,High
Megan Ramsey,36,Male,2.7546514164988305,149,49,84,40,False,Low
James Davis,30,Male,7.150488587932108,97,68,74,90,False,High
Heather Knox,24,Male,4.67944347178173,82,67,52,69,True,Low
Laura Clarke,30,Male,1.282396618984627,88,45,79,56,False,Low
Jaime Simmons,31,Female,1.2186104157140925,142,75,88,55,True,Low
Lisa Massey,24,Female,8.460878616339409,87,91,74,76,True,High
Ryan Cox,24,Male,7.382802039362884,144,66,43,89,True,High
Michelle Johnson,34,Male,2.233009168338861,148,88,86,44,False,Low
Cody Sullivan,24,Female,4.374586594088301,107,92,41,77,True,Low
Rhonda Moreno,25,Male,4.918119261243342,88,61,93,94,False,Low
Monica Berry,37,Female,8.025869495049722,95,96,54,81,True,High
Jaime Grant,35,Male,5.813473170261015,124,73,65,54,True,High
Herbert Hess,20,Female,8.928168106728126,120,70,87,50,False,High
David Martin,18,Male,2.961477237473082,99,62,68,56,True,Low
Lisa Armstrong,28,Female,1.5775113508660055,122,47,87,43,False,Low
Jessica Wood,35,Male,6.699730926378222,87,96,88,69,False,High
Alexandria Ryan,41,Female,1.1870012772771201,110,75,93,44,True,Low
Maria Tucker,35,Male,9.717160674286054,133,61,67,56,True,High
Alexander Fisher,19,Male,9.3660454398964,122,82,80,65,True,High
Douglas Wilkins,44,Male,6.334567752080122,145,52,61,48,True,High
Bobby Morales,29,Male,8.393222108400916,149,79,54,77,True,High
Jonathan Williams,42,Female,8.865194165493094,90,95,56,78,False,High
Justin Webb,24,Male,2.8545368424080975,107,93,80,56,False,Low
Brooke Banks,35,Male,2.0997367213262628,94,47,83,53,True,Low
Teresa Duncan,44,Female,6.34608322334087,148,48,83,62,False,High
Terry Hamilton,29,Female,7.7786839261442395,92,75,47,71,False,High
Jordan Spears,41,Male,2.68915593721971,139,41,85,87,True,Low
Edwin Davis,25,Male,8.141193966262172,119,77,86,68,False,High
Michelle Mcdaniel,27,Female,6.140133313038762,88,73,97,56,False,High
Deanna Davis,27,Male,4.119300421728966,136,82,52,62,True,Low
Noah Moss,39,Male,2.1540488848717607,120,61,80,94,True,Low
Holly Smith,21,Female,7.100928497041966,109,85,64,92,False,High
Eric Alexander,39,Male,2.4613198238437937,106,80,94,74,True,Low
Brian Edwards,28,Female,5.920212753787252,84,83,58,67,True,High
James Rodriguez,42,Male,5.484146401002953,138,76,70,92,True,High
Melissa Kelley,42,Male,3.2554376822123268,87,99,67,49,False,Low
Bridget Allison,39,Male,4.35661803975788,124,81,95,72,False,Low
Nicholas Clark,43,Female,2.0010478750746996,149,60,100,54,True,Low
Chelsea Hardy,40,Female,8.400596793305237,102,94,67,64,False,High
Kyle Meza,26,Male,7.573700083461794,106,46,68,44,False,High
Debbie Jenkins,22,Male,8.340591811977156,123,40,91,48,False,High
Julie Burns,27,Male,4.1672038385834,82,50,85,92,True,Low
Tristan Moore,19,Female,4.228261142059455,89,64,56,46,False,Low
Michael Owens,29,Female,8.201377458313452,137,79,100,58,False,High
Javier Clark,24,Female,7.2099847675574695,97,90,64,84,True,High
Mark Hansen,45,Female,4.878793616968632,124,69,86,88,False,Low
Michael Dominguez,26,Female,9.458611410460756,98,84,96,98,False,High
Gloria Cole,35,Male,9.583001693710468,89,78,42,70,True,High
William Taylor,20,Male,2.8123160372658464,126,66,73,100,False,Low
Juan Bowman,34,Female,7.4662979280768536,125,97,98,71,True,High
Eddie Nelson,39,Female,7.5132277176314854,90,72,61,41,True,High
Christopher Perez,35,Male,2.773427958791653,124,96,51,48,True,Low
Melissa Mcmillan,32,Male,5.400701090097364,115,95,95,71,True,High
Amanda Torres,23,Male,5.65294205805594,97,83,69,68,True,High
Matthew Scott,18,Female,7.079165427811024,106,72,67,60,True,High
Nicole Ramirez,30,Female,9.70010767216242,83,67,46,74,False,High
Victor King,19,Male,1.5945104275906936,132,65,48,61,True,Low
Dana Garrison,44,Female,7.777831135071857,96,59,52,80,False,High
James Anderson,33,Female,2.5931964755664896,109,70,100,60,True,Low
Karen Cameron,18,Female,2.393506498587662,116,44,62,68,False,Low
Allison Shaw,43,Male,9.977928643743024,148,84,53,71,True,High
Eric Howard,45,Female,9.42727380448184,101,80,85,80,True,High
Thomas Hahn,21,Female,3.1384178713546467,81,99,61,59,False,Low
Brenda Campbell,31,Male,9.687697421347494,110,82,52,91,True,High
Julie Adams,44,Male,9.013431211255073,93,65,67,61,True,High
Stacey Harrington,36,Female,7.228236798558976,84,82,95,40,True,High
Cynthia Spencer,18,Female,2.9336834618363237,149,97,77,98,True,Low
Mason Walters,25,Male,7.439862753856085,124,82,47,95,False,High
Mary Simon,28,Male,6.002280879733349,99,85,80,49,False,High
Jodi Zhang,42,Female,2.3593823883524765,81,78,52,41,True,Low
Michael Jones,37,Female,4.672151357090966,117,40,56,76,False,Low
Angela Miller,27,Male,8.003383875566108,111,99,89,80,False,High
Joshua Brown,20,Male,3.289904092726655,130,50,62,85,False,Low
Zachary Suarez,43,Male,4.423836865698913,80,49,78,68,False,Low
Sarah Cole,31,Female,3.3100644382460365,82,46,50,52,False,Low
Kelly Riley,41,Female,6.910051778587731,120,42,44,70,True,High
Caitlin Camacho,31,Male,4.195945451868635,86,60,60,91,False,Low
Kevin Bell,37,Female,5.84822517107882,150,79,58,45,False,High
Amy Harris,37,Female,4.975395428402044,150,49,43,88,False,Low
Andrea Bridges,32,Male,4.266150315775981,148,63,67,46,False,Low
Jacqueline Newman,39,Male,1.1510327203553783,100,70,57,45,False,Low
Wayne Wells,18,Female,5.818501714721191,88,85,90,44,True,High
Sherri Cooke,35,Female,2.4890702660739716,128,72,73,64,True,Low
Tina Morgan,31,Female,4.784927741358426,118,63,89,60,False,Low
John Craig,45,Female,6.365623715297689,81,48,66,54,True,High
Ricky Wise,45,Male,8.70336583924573,93,54,82,63,True,High
Matthew Bailey,42,Female,8.955333978625823,85,51,50,57,True,High
Jacob Davis,25,Male,8.787032936627515,96,44,96,73,True,High
Paul Wagner,26,Male,9.264876800676655,113,76,86,98,True,High
Kelly Turner DDS,26,Female,5.603769374637535,133,54,93,82,False,High
Derrick Gregory,41,Female,9.151837435770716,140,69,89,92,False,High
Robert Newman,24,Female,2.8682596986892657,87,100,51,81,True,Low
Teresa Richards,19,Male,2.6252145387863295,81,75,65,50,False,Low
Jeffrey Malone,21,Female,6.734034324685026,137,51,84,50,True,High
Amy Farley,34,Female,8.79748281607807,86,97,46,73,True,High
Cathy Rangel,33,Female,7.432140740949441,112,81,47,46,True,High
Tony Nelson,24,Male,3.976084079365585,103,79,98,67,True,Low
Melissa Rowe,42,Male,8.48655308361473,105,90,44,86,False,High
Mariah Griffin,24,Male,1.1899103889601084,86,73,91,40,True,Low
Randy Hudson,27,Female,1.314957432175346,90,99,78,82,True,Low
Roberto Silva,22,Female,1.8074709468352874,91,81,69,61,True,Low
Kayla Aguirre,30,Male,4.423632996029913,116,53,86,61,True,Low
Jessica Erickson,40,Male,5.138425591882875,89,97,89,60,True,High
Crystal Cunningham,45,Male,9.74642078684577,81,77,40,90,False,High
Margaret Robinson,26,Male,6.907092608541692,112,68,45,40,True,High
Laura Glover,22,Female,4.236538559292474,100,99,81,94,False,Low
Jason Martinez,45,Male,4.36266875579742,85,70,69,98,False,Low
Lori Alexander,29,Male,1.16904552058302,103,66,69,84,True,Low
Robert Young,35,Female,5.2549217863335125,89,77,92,99,False,High
Luis Strickland,29,Female,6.522376913901798,126,65,46,91,True,High
Monica Diaz,30,Male,7.579503937841941,113,68,44,40,True,High
Kevin Alvarez,35,Female,4.497299218113748,86,57,52,77,False,Low
Laurie Russell,45,Female,4.015706165124852,119,77,72,95,False,Low
Raymond Rose,25,Male,4.814755985503584,100,61,64,42,False,Low
Christopher Wall,22,Male,1.1089959932986169,100,55,93,98,True,Low
Jimmy Singh,42,Male,9.559212389190726,121,58,53,99,True,High
Larry Wyatt,31,Male,9.800376013419836,146,49,78,97,False,High
Edward Shaw,23,Female,5.159541660034166,132,86,57,64,False,High
David Le,21,Female,7.009278949084122,130,51,53,97,False,High
Anna Torres,41,Female,8.99185878355458,146,75,47,46,True,High
Patricia Wagner,24,Male,1.7175366564037207,138,100,87,97,False,Low
Benjamin Valenzuela,19,Female,9.515732844379936,91,49,66,87,False,High
Brittany Gomez,38,Female,8.663378789038614,141,97,54,86,True,High
Melanie Velazquez,34,Male,8.167352397330667,80,93,73,96,False,High
Jeremy Rivera,42,Male,7.396380588043265,147,45,100,71,True,High
Wanda Cannon,19,Female,9.62063411941498,99,51,94,46,True,High
Kenneth Knight,32,Female,3.1788795358147195,134,65,49,48,False,Low
Lauren Vasquez,45,Female,2.471355292448955,121,56,44,90,False,Low
Rachael Macias,22,Female,5.093743388197874,137,47,52,40,False,High
Phillip Massey,39,Female,8.709849409256543,149,65,44,41,False,High
Mary Logan,32,Male,5.26324416396641,142,55,63,50,True,High
Jennifer Blankenship,41,Male,6.861899836112551,144,79,70,69,True,High
John Dean,30,Male,6.000906398850386,139,57,88,73,True,High
Alyssa James,20,Female,7.678097189914171,137,59,57,40,True,High
Trevor Logan,33,Male,7.654736510710992,150,53,69,42,True,High
Manuel Alvarez,43,Male,3.595125669587443,110,98,65,96,True,Low
Michael Li,21,Male,8.795932457888949,81,81,99,93,False,High
Lori Newman,35,Female,7.883436617360085,108,87,79,75,False,High
Phillip Hansen,39,Male,8.955585592659968,84,88,43,48,True,High
Kimberly Collier,34,Male,9.117723788628076,148,90,93,99,True,High
Jeffrey Taylor,40,Female,4.798458151966964,109,92,83,87,False,Low
Renee Suarez,31,Female,1.827325163492386,121,72,73,48,False,Low
Jenny Benjamin,31,Female,3.9699456853934265,95,93,73,80,False,Low
Nicholas Wilson,27,Female,4.688176391140865,124,62,57,61,True,Low
Thomas Caldwell,31,Male,2.8517720955892933,80,91,43,47,True,Low
Kimberly Rodriguez,39,Female,8.63114622633519,115,61,54,71,True,High
Dana Brown DVM,43,Male,6.567023763612649,93,42,63,40,True,High
Amy Cooley,28,Male,6.624166912570907,145,95,92,46,False,High
Jacob Harper,30,Female,1.288758823663469,122,47,68,62,False,Low
Krista Coleman,32,Female,5.360602400588172,126,62,47,88,False,High
Jessica Mosley,40,Female,9.660830151555489,106,77,98,50,True,High
Nathaniel Cox,18,Female,9.825006434340724,128,43,58,54,True,High
Sandra Brown,38,Male,1.338179600750021,96,93,54,81,False,Low
Alicia Kelly,38,Male,1.8877237976114265,130,58,94,80,True,Low
Sherry Lee,35,Female,8.213701848150418,133,95,78,69,False,High
Jason Riley,44,Male,4.450038414350234,144,87,64,85,False,Low
Logan Brandt,31,Female,4.9738901978581795,98,97,54,59,False,Low
Kyle Pearson,24,Male,1.1394855583862518,127,73,64,78,True,Low
Natalie Olson,26,Female,7.284821549518183,150,65,44,75,False,High
Christopher Smith,27,Female,5.954538650107791,144,87,49,65,True,High
Julie Johnson,43,Male,1.760732843431528,136,55,43,98,True,Low
Shirley Ross,18,Male,8.067052595523874,147,75,84,73,False,High
Holly Hill,33,Female,2.8569602973015327,148,76,58,65,True,Low
Phillip Arnold,35,Male,6.797447658880558,130,67,66,91,False,High
Sheri Gonzales,25,Female,9.518334815151155,87,68,96,86,False,High
Andrew Spence,42,Female,7.251118868777453,84,90,75,43,True,High
Ashley Jordan,39,Female,9.012792228567331,140,100,73,56,True,High
Brandon Rogers,31,Female,8.14196615151104,138,91,52,59,True,High
John Maxwell,33,Female,9.316908215932202,146,47,65,67,False,High
Douglas West,45,Female,9.582293181308149,115,76,85,89,True,High
Jennifer Robbins,43,Female,4.463057620605194,140,55,99,87,True,Low
Sandra Johnson,29,Male,4.918628513541927,91,52,42,41,False,Low
Jessica Dixon,42,Male,4.6643283170887075,113,42,53,47,True,Low
Daniel Martinez,32,Male,7.098091763068054,106,87,85,58,False,High
Elizabeth Anderson,30,Male,7.909585355928162,136,88,64,74,False,High
Crystal Brewer,36,Female,6.750815638724747,105,94,45,75,True,High
Victoria Jackson,40,Male,3.5984728128379944,92,40,90,69,False,Low
Christopher Tapia,21,Male,9.089268765661773,107,90,87,85,True,High
Christopher Campbell,30,Female,4.269090090720099,134,97,82,82,True,Low
Dr. Kristin Gonzales MD,25,Male,1.0676833198708588,137,66,51,86,True,Low
Scott Watts,30,Female,4.477680589425149,83,65,89,65,False,Low
Eric Wilson,26,Female,8.019504303933875,144,85,63,87,True,High
Ann Reed,34,Male,8.548919355322141,122,45,47,59,True,High
Michael Stevens,34,Male,4.780050461866806,139,64,91,90,False,Low
David Whitney,38,Male,4.276187475867791,150,59,97,90,True,Low
Troy Jenkins,24,Female,5.210294402225538,80,43,62,92,False,High
